comm_id,from_suspect_id,to_suspect_id,comm_type,comm_date,comm_time,duration_seconds,is_encrypted,relevance_score,analyzed
COMM-0001555,VD-000582,VD-000479,Signal,2024-02-03,20:29,872.0,False,10,False
COMM-0001556,VD-000145,VD-000157,Signal,2024-12-10,15:27,3447.0,False,1,True
COMM-0001557,VD-000285,VD-000285,SMS,2025-08-09,09:10,940.0,False,8,True
COMM-0001558,VD-000350,VD-000474,Telegram,2023-04-24,03:49,3378.0,True,3,True
COMM-0001559,VD-000294,VD-000889,Telegram,2024-12-09,01:37,1068.0,True,9,True
COMM-0001560,VD-000118,VD-000622,Social Media,2025-04-14,19:00,1389.0,True,7,True
COMM-0001561,VD-000562,VD-000529,Brief,2024-08-10,02:00,2417.0,False,7,True
COMM-0001562,VD-000859,VD-000925,SMS,2024-10-26,09:25,2180.0,True,7,False
COMM-0001563,VD-000078,VD-000449,Brief,2024-05-01,14:44,,True,4,True
COMM-0001564,VD-000127,VD-000165,SMS,2025-02-09,05:26,1043.0,True,4,True
COMM-0001565,VD-000436,VD-000885,Telefonat,2025-06-11,01:22,2097.0,False,5,False
COMM-0001566,VD-000932,VD-000249,SMS,2024-12-30,03:01,3244.0,True,4,False
COMM-0001567,VD-000515,VD-000920,Telegram,2025-03-17,00:51,1280.0,True,10,True
COMM-0001568,VD-000932,VD-000835,Brief,2025-11-11,14:49,,False,10,False
COMM-0001569,VD-000078,VD-000108,WhatsApp,2023-05-21,05:52,2274.0,False,9,True
COMM-0001570,VD-000034,VD-000949,Persönlicher Kontakt,2023-06-02,05:26,,True,7,True
COMM-0001571,VD-000021,VD-000513,E-Mail,2024-08-01,21:24,130.0,True,7,True
COMM-0001572,VD-000958,VD-000630,Social Media,2024-08-25,15:52,1262.0,False,9,True
COMM-0001573,VD-000623,VD-000781,Signal,2025-05-30,06:00,,True,4,True
COMM-0001574,VD-000310,VD-000121,WhatsApp,2024-11-23,18:51,,False,1,True
COMM-0001575,VD-000582,VD-000507,Telefonat,2025-07-29,06:20,2404.0,True,6,False
COMM-0001576,VD-000116,VD-000268,Telefonat,2024-10-21,08:16,1377.0,True,8,False
COMM-0001577,VD-000805,VD-000679,Telefonat,2023-05-05,13:30,3411.0,True,4,True
COMM-0001578,VD-000413,VD-000375,Signal,2025-03-05,13:58,389.0,True,7,True
COMM-0001579,VD-000478,VD-000086,Persönlicher Kontakt,2024-01-21,09:01,,False,9,False
COMM-0001580,VD-000356,VD-000473,Telefonat,2024-02-10,01:51,3231.0,False,2,True
COMM-0001581,VD-000755,VD-000592,SMS,2025-05-30,14:57,419.0,False,9,False
COMM-0001582,VD-000978,VD-000658,Telegram,2023-07-07,17:28,393.0,False,7,True
COMM-0001583,VD-000051,VD-000261,Brief,2023-08-30,11:31,805.0,True,5,True
COMM-0001584,VD-000677,VD-000840,SMS,2023-01-23,15:48,,True,7,False
COMM-0001585,VD-000193,VD-000542,Signal,2025-10-28,04:28,2743.0,True,9,True
COMM-0001586,VD-000808,VD-000784,Signal,2025-09-27,16:40,3315.0,False,2,True
COMM-0001587,VD-000737,VD-000273,Telegram,2023-12-02,19:17,2828.0,False,1,True
COMM-0001588,VD-000414,VD-000464,Telegram,2024-07-29,20:46,,False,7,True
COMM-0001589,VD-000667,VD-000800,Persönlicher Kontakt,2024-02-11,21:15,1656.0,True,1,False
COMM-0001590,VD-000754,VD-000709,Telefonat,2025-07-11,08:10,1861.0,False,2,True
COMM-0001591,VD-000927,VD-000474,Social Media,2024-01-19,02:24,,True,7,True
COMM-0001592,VD-000611,VD-000899,Telefonat,2024-03-15,03:43,1540.0,False,7,False
COMM-0001593,VD-000467,VD-000161,Telefonat,2024-11-08,00:28,2596.0,True,1,True
COMM-0001594,VD-000253,VD-000704,E-Mail,2024-04-14,09:07,1321.0,False,10,False
COMM-0001595,VD-000994,VD-000098,WhatsApp,2023-01-10,07:19,1508.0,True,7,True
COMM-0001596,VD-000598,VD-000550,Brief,2023-04-28,14:52,1190.0,False,8,True
COMM-0001597,VD-000779,VD-000946,Brief,2024-06-16,02:09,3306.0,True,10,True
COMM-0001598,VD-000062,VD-000819,Telefonat,2025-08-25,19:06,,False,6,True
COMM-0001599,VD-000490,VD-000924,Signal,2025-09-01,09:26,2296.0,False,1,False
COMM-0001600,VD-000395,VD-000677,WhatsApp,2023-08-04,23:11,3041.0,True,10,False
COMM-0001601,VD-000456,VD-000951,Signal,2025-10-01,21:52,770.0,False,5,True
COMM-0001602,VD-000677,VD-000114,Telegram,2025-08-09,18:45,335.0,True,7,True
COMM-0001603,VD-000373,VD-000920,E-Mail,2023-07-11,19:50,,True,4,True
COMM-0001604,VD-000960,VD-000066,Telefonat,2024-09-30,09:41,1842.0,True,6,False
COMM-0001605,VD-000147,VD-000191,Telefonat,2023-07-04,13:27,1847.0,True,6,False
COMM-0001606,VD-000408,VD-000349,Telefonat,2025-01-31,08:42,1820.0,False,6,False
COMM-0001607,VD-000354,VD-000864,Persönlicher Kontakt,2023-03-16,01:21,557.0,True,7,False
COMM-0001608,VD-000314,VD-000569,WhatsApp,2025-09-06,00:39,,True,8,False
COMM-0001609,VD-000083,VD-000717,Telegram,2025-09-12,22:57,657.0,True,6,True
COMM-0001610,VD-000657,VD-000929,Social Media,2023-08-24,05:41,709.0,False,9,False
COMM-0001611,VD-000548,VD-000122,Signal,2024-12-01,21:55,1827.0,False,2,True
COMM-0001612,VD-000078,VD-000356,SMS,2024-04-26,23:28,2060.0,True,4,False
COMM-0001613,VD-000080,VD-000226,Signal,2025-01-07,06:11,2427.0,True,4,False
COMM-0001614,VD-000682,VD-000633,Telegram,2023-06-12,01:14,2511.0,False,9,False
COMM-0001615,VD-000322,VD-000065,Telegram,2025-11-11,21:23,,False,3,True
COMM-0001616,VD-000823,VD-000389,Telegram,2025-02-17,20:29,,False,4,False
COMM-0001617,VD-000591,VD-000261,WhatsApp,2025-08-02,06:36,2330.0,False,7,False
COMM-0001618,VD-000145,VD-000234,SMS,2023-11-01,09:18,179.0,True,8,True
COMM-0001619,VD-000831,VD-000995,Signal,2023-10-09,16:03,3015.0,False,3,False
COMM-0001620,VD-000113,VD-000625,Persönlicher Kontakt,2025-10-24,05:13,3358.0,False,10,False
COMM-0001621,VD-000615,VD-000889,SMS,2025-03-06,14:20,2076.0,False,1,True
COMM-0001622,VD-000751,VD-000396,Persönlicher Kontakt,2024-02-24,04:09,,False,4,True
COMM-0001623,VD-000818,VD-000030,Persönlicher Kontakt,2025-04-03,12:02,,False,6,False
COMM-0001624,VD-000272,VD-000826,E-Mail,2024-12-07,11:14,2629.0,False,10,True
COMM-0001625,VD-000810,VD-000253,Telefonat,2024-10-16,20:35,2762.0,True,7,False
COMM-0001626,VD-000939,VD-000967,Social Media,2025-09-03,14:09,,False,5,False
COMM-0001627,VD-000673,VD-000683,Social Media,2024-12-02,06:03,1447.0,True,3,True
COMM-0001628,VD-000411,VD-000194,Social Media,2023-03-01,14:03,2209.0,True,6,True
COMM-0001629,VD-000539,VD-000122,Persönlicher Kontakt,2023-06-09,19:54,3285.0,False,6,True
COMM-0001630,VD-000647,VD-000457,Telegram,2025-02-05,12:54,3289.0,False,2,False
COMM-0001631,VD-000259,VD-000963,Social Media,2025-08-14,00:32,803.0,True,7,False
COMM-0001632,VD-000626,VD-000866,WhatsApp,2025-01-17,10:14,3308.0,True,4,False
COMM-0001633,VD-000564,VD-000462,SMS,2024-09-10,12:16,,False,10,True
COMM-0001634,VD-000882,VD-000915,Telefonat,2023-10-16,01:50,1011.0,True,7,False
COMM-0001635,VD-000709,VD-000053,Brief,2023-01-24,18:57,1528.0,True,5,False
COMM-0001636,VD-000373,VD-000703,SMS,2025-03-13,18:00,1968.0,False,10,True
COMM-0001637,VD-000474,VD-000597,Brief,2024-01-20,16:22,123.0,False,8,True
COMM-0001638,VD-000583,VD-000457,Brief,2025-06-15,22:54,,False,3,False
COMM-0001639,VD-000476,VD-000754,Persönlicher Kontakt,2023-11-14,19:23,3168.0,False,4,False
COMM-0001640,VD-000056,VD-000479,Telegram,2023-09-10,09:14,,True,1,True
COMM-0001641,VD-000032,VD-000896,SMS,2024-06-18,16:17,,False,5,True
COMM-0001642,VD-000205,VD-000947,Signal,2023-10-21,18:27,,True,10,False
COMM-0001643,VD-000308,VD-000827,Social Media,2023-11-24,19:31,1183.0,True,10,False
COMM-0001644,VD-000116,VD-000157,Persönlicher Kontakt,2025-06-20,07:50,656.0,False,8,True
COMM-0001645,VD-000219,VD-000489,SMS,2024-07-01,21:18,,True,9,False
COMM-0001646,VD-000249,VD-000698,SMS,2025-03-30,17:54,671.0,True,2,False
COMM-0001647,VD-000304,VD-000842,Telefonat,2024-05-27,02:47,,True,6,True
COMM-0001648,VD-000995,VD-000921,Telefonat,2024-11-02,06:02,2769.0,True,7,False
COMM-0001649,VD-000848,VD-000259,SMS,2025-03-07,15:54,,True,4,False
COMM-0001650,VD-000613,VD-000626,Telegram,2023-03-07,22:44,2873.0,False,8,True
COMM-0001651,VD-000542,VD-000085,SMS,2025-02-17,22:06,1195.0,True,5,False
COMM-0001652,VD-000463,VD-000921,Telegram,2023-06-09,18:03,3206.0,False,4,False
COMM-0001653,VD-000086,VD-000293,Telefonat,2023-06-23,03:38,,False,9,False
COMM-0001654,VD-000637,VD-000922,WhatsApp,2024-03-14,02:13,2385.0,False,6,False
COMM-0001655,VD-000697,VD-000479,Telegram,2023-06-13,07:26,915.0,True,4,True
COMM-0001656,VD-000970,VD-000235,WhatsApp,2025-06-27,14:38,,True,3,False
COMM-0001657,VD-000645,VD-000885,E-Mail,2023-04-02,23:42,1762.0,False,6,True
COMM-0001658,VD-000824,VD-000413,Telegram,2023-12-15,17:06,,True,3,True
COMM-0001659,VD-000223,VD-000016,Telegram,2024-06-07,18:44,2085.0,False,7,False
COMM-0001660,VD-000687,VD-000728,SMS,2024-07-30,22:12,,True,1,False
COMM-0001661,VD-000041,VD-000556,Telegram,2023-05-26,04:22,2303.0,True,9,False
COMM-0001662,VD-000882,VD-000532,SMS,2025-10-26,11:38,,False,2,True
COMM-0001663,VD-000773,VD-000177,SMS,2023-11-14,08:10,2134.0,False,8,False
COMM-0001664,VD-000069,VD-000477,WhatsApp,2024-06-19,02:17,,True,9,False
COMM-0001665,VD-000956,VD-000314,Persönlicher Kontakt,2024-03-31,03:35,1446.0,True,5,True
COMM-0001666,VD-000700,VD-000693,Signal,2024-08-14,04:19,3411.0,False,9,True
COMM-0001667,VD-000501,VD-000924,Telefonat,2023-06-14,17:13,2383.0,False,1,True
COMM-0001668,VD-000705,VD-000010,Social Media,2024-07-12,10:12,,False,6,False
COMM-0001669,VD-000072,VD-000294,Persönlicher Kontakt,2025-01-02,19:23,,True,8,False
COMM-0001670,VD-000201,VD-000108,Telegram,2023-10-21,11:28,470.0,True,3,True
COMM-0001671,VD-000087,VD-000303,Telegram,2024-12-27,12:17,3529.0,True,4,True
COMM-0001672,VD-000619,VD-000464,SMS,2025-05-21,15:53,2560.0,True,3,False
COMM-0001673,VD-000280,VD-000185,Brief,2025-04-10,02:41,3485.0,False,1,True
COMM-0001674,VD-000668,VD-000248,Telegram,2025-02-16,07:52,1310.0,True,2,True
COMM-0001675,VD-000483,VD-000313,Brief,2023-09-14,06:04,1987.0,False,1,False
COMM-0001676,VD-000106,VD-000358,E-Mail,2023-10-11,21:31,1011.0,True,9,False
COMM-0001677,VD-000413,VD-000578,Signal,2024-11-19,09:23,414.0,False,6,True
COMM-0001678,VD-000096,VD-000877,Telegram,2025-03-27,05:11,,True,8,True
COMM-0001679,VD-000473,VD-000887,E-Mail,2023-03-10,04:45,,True,6,True
COMM-0001680,VD-000813,VD-000179,Telefonat,2024-06-01,22:09,3272.0,True,5,False
COMM-0001681,VD-000501,VD-000024,Social Media,2023-03-27,20:21,,False,2,True
COMM-0001682,VD-000781,VD-000040,WhatsApp,2023-06-27,03:20,2275.0,True,2,False
COMM-0001683,VD-000363,VD-000247,Telefonat,2023-08-30,16:12,,True,3,True
COMM-0001684,VD-000995,VD-000795,Brief,2025-06-20,19:26,3234.0,True,10,True
COMM-0001685,VD-000007,VD-000740,E-Mail,2023-12-23,07:43,3219.0,True,8,True
COMM-0001686,VD-000374,VD-000289,Social Media,2024-03-24,00:30,,True,2,False
COMM-0001687,VD-000061,VD-000491,Persönlicher Kontakt,2024-06-09,00:04,173.0,True,5,True
COMM-0001688,VD-000727,VD-000186,Social Media,2025-01-13,13:37,,True,4,True
COMM-0001689,VD-000026,VD-000312,WhatsApp,2025-09-18,19:06,2279.0,True,1,True
COMM-0001690,VD-000213,VD-000774,SMS,2023-09-23,03:03,2096.0,False,9,True
COMM-0001691,VD-000723,VD-000586,Signal,2024-01-06,12:59,1609.0,True,6,False
COMM-0001692,VD-000594,VD-000218,SMS,2023-11-07,05:58,1741.0,True,10,False
COMM-0001693,VD-000442,VD-000599,Social Media,2024-11-16,17:25,,True,5,False
COMM-0001694,VD-000287,VD-000774,Persönlicher Kontakt,2025-06-15,18:47,,True,8,False
COMM-0001695,VD-000094,VD-000510,Telegram,2023-02-19,07:16,932.0,True,8,True
COMM-0001696,VD-000548,VD-000597,Telefonat,2024-07-02,14:43,2447.0,True,2,True
COMM-0001697,VD-000514,VD-000784,Persönlicher Kontakt,2023-11-10,17:13,3266.0,True,1,False
COMM-0001698,VD-000379,VD-000432,WhatsApp,2023-11-22,09:19,,True,3,True
COMM-0001699,VD-000939,VD-000722,Telefonat,2025-05-16,18:03,815.0,False,10,True
COMM-0001700,VD-000710,VD-000649,Social Media,2025-03-20,21:59,,False,1,True
COMM-0001701,VD-000403,VD-000178,Signal,2025-09-12,18:39,1679.0,True,2,False
COMM-0001702,VD-000395,VD-000946,SMS,2024-01-05,22:18,,True,10,False
COMM-0001703,VD-000422,VD-000705,Brief,2025-11-13,10:56,2966.0,True,7,True
COMM-0001704,VD-000256,VD-000088,WhatsApp,2024-02-20,06:15,725.0,False,7,False
COMM-0001705,VD-000907,VD-000624,WhatsApp,2023-02-27,15:57,,True,9,True
COMM-0001706,VD-000677,VD-000925,SMS,2023-05-02,10:22,1799.0,False,6,True
COMM-0001707,VD-000864,VD-000123,Social Media,2023-02-09,13:02,,True,2,False
COMM-0001708,VD-000984,VD-000755,Persönlicher Kontakt,2024-09-22,10:16,,False,10,True
COMM-0001709,VD-000350,VD-000171,E-Mail,2025-03-12,15:10,,True,9,True
COMM-0001710,VD-000092,VD-000155,SMS,2024-08-22,08:59,1378.0,False,7,False
COMM-0001711,VD-000859,VD-000743,Signal,2024-07-20,15:42,209.0,True,9,True
COMM-0001712,VD-000019,VD-000985,Social Media,2025-02-04,01:16,2568.0,False,5,True
COMM-0001713,VD-000344,VD-000187,WhatsApp,2025-10-24,02:20,2499.0,True,3,True
COMM-0001714,VD-000887,VD-000168,Social Media,2024-09-07,08:37,2208.0,False,7,False
COMM-0001715,VD-000425,VD-000787,Telefonat,2023-05-12,02:54,,False,6,True
COMM-0001716,VD-000266,VD-000941,SMS,2024-12-24,11:57,3010.0,False,7,True
COMM-0001717,VD-000910,VD-000973,Brief,2024-10-24,05:06,3169.0,False,9,False
COMM-0001718,VD-000794,VD-000160,Persönlicher Kontakt,2023-01-11,22:25,2015.0,False,6,False
COMM-0001719,VD-000537,VD-000518,Signal,2024-04-07,06:54,1330.0,True,4,False
COMM-0001720,VD-000158,VD-000385,Signal,2024-03-12,20:54,775.0,False,7,True
COMM-0001721,VD-000014,VD-000795,Social Media,2024-12-19,16:22,,True,3,True
COMM-0001722,VD-000458,VD-000427,Signal,2025-09-20,17:08,225.0,False,3,False
COMM-0001723,VD-000382,VD-000558,Persönlicher Kontakt,2024-05-09,14:19,,True,6,False
COMM-0001724,VD-000341,VD-000033,WhatsApp,2023-08-06,00:36,2576.0,True,8,True
COMM-0001725,VD-000547,VD-000245,Brief,2023-12-10,19:02,,True,8,True
COMM-0001726,VD-000850,VD-000229,Brief,2025-05-28,20:37,1411.0,False,5,True
COMM-0001727,VD-000246,VD-000474,E-Mail,2024-06-15,10:38,2392.0,False,2,True
COMM-0001728,VD-000845,VD-000522,E-Mail,2023-10-02,17:42,1377.0,True,3,False
COMM-0001729,VD-000750,VD-000707,Telegram,2024-07-17,01:26,140.0,False,8,True
COMM-0001730,VD-000834,VD-000887,Telefonat,2025-08-06,07:39,,False,9,False
COMM-0001731,VD-000960,VD-000920,Brief,2025-05-01,03:11,,False,4,True
COMM-0001732,VD-000038,VD-000215,Telefonat,2023-11-20,14:58,105.0,False,8,True
COMM-0001733,VD-000914,VD-000434,Persönlicher Kontakt,2023-10-02,01:30,2322.0,True,3,True
COMM-0001734,VD-000568,VD-000912,SMS,2025-08-01,05:47,337.0,False,1,False
COMM-0001735,VD-000128,VD-000812,Social Media,2023-03-21,20:48,681.0,False,6,True
COMM-0001736,VD-000236,VD-000991,SMS,2023-03-16,11:24,822.0,False,4,False
COMM-0001737,VD-000103,VD-000830,SMS,2025-07-11,06:20,803.0,False,10,True
COMM-0001738,VD-000767,VD-000807,Telegram,2025-10-05,12:35,,True,1,True
COMM-0001739,VD-000532,VD-000516,WhatsApp,2025-06-08,14:53,,False,2,False
COMM-0001740,VD-000415,VD-000620,E-Mail,2023-02-13,09:53,463.0,True,4,False
COMM-0001741,VD-000476,VD-000235,Signal,2023-07-18,18:21,642.0,False,5,True
COMM-0001742,VD-000398,VD-000662,WhatsApp,2025-07-23,02:46,,True,9,False
COMM-0001743,VD-000442,VD-000048,Telegram,2024-12-18,18:37,,False,6,False
COMM-0001744,VD-000071,VD-000461,Brief,2024-09-10,14:23,959.0,True,7,False
COMM-0001745,VD-000277,VD-000471,Telefonat,2025-05-08,05:27,,False,9,True
COMM-0001746,VD-000487,VD-000818,Telegram,2024-05-30,06:26,1189.0,False,9,True
COMM-0001747,VD-000295,VD-000770,Persönlicher Kontakt,2025-01-11,07:21,1131.0,True,6,True
COMM-0001748,VD-000321,VD-000196,Social Media,2023-04-03,13:15,1912.0,True,6,True
COMM-0001749,VD-000733,VD-000840,SMS,2023-11-28,21:19,2509.0,False,9,False
COMM-0001750,VD-000145,VD-000863,Persönlicher Kontakt,2023-06-08,15:14,3001.0,False,10,False
COMM-0001751,VD-000666,VD-000541,WhatsApp,2024-04-15,15:16,,True,6,False
COMM-0001752,VD-000840,VD-000779,Social Media,2023-12-20,08:45,,True,4,False
COMM-0001753,VD-000968,VD-000146,Telegram,2024-03-21,09:20,2060.0,True,4,False
COMM-0001754,VD-000401,VD-000407,Telefonat,2023-07-11,15:30,,False,7,False
COMM-0001755,VD-000816,VD-000476,Social Media,2024-01-28,17:58,2945.0,False,8,True
COMM-0001756,VD-000975,VD-000108,WhatsApp,2025-07-23,05:00,605.0,True,3,False
COMM-0001757,VD-000855,VD-000485,E-Mail,2025-09-27,05:30,3563.0,False,3,True
COMM-0001758,VD-000220,VD-000870,E-Mail,2023-11-24,18:54,36.0,False,6,False
COMM-0001759,VD-000569,VD-000833,Social Media,2023-08-28,02:36,3582.0,False,8,False
COMM-0001760,VD-000453,VD-000395,Persönlicher Kontakt,2024-06-27,03:47,432.0,False,10,True
COMM-0001761,VD-000026,VD-000626,Social Media,2023-06-05,07:46,255.0,True,5,False
COMM-0001762,VD-000945,VD-000005,Telegram,2023-04-06,19:25,3530.0,True,9,True
COMM-0001763,VD-000706,VD-000102,Persönlicher Kontakt,2025-06-09,04:10,,True,1,True
COMM-0001764,VD-000095,VD-000444,Persönlicher Kontakt,2025-04-07,18:22,,False,4,True
COMM-0001765,VD-000063,VD-000735,Persönlicher Kontakt,2024-11-26,21:16,129.0,True,6,False
COMM-0001766,VD-000408,VD-000447,Telefonat,2023-08-30,15:11,2336.0,False,6,True
COMM-0001767,VD-000604,VD-000528,WhatsApp,2023-04-07,13:26,3566.0,True,7,False
COMM-0001768,VD-000827,VD-000485,Persönlicher Kontakt,2023-02-03,11:25,988.0,False,8,False
COMM-0001769,VD-000938,VD-000458,SMS,2023-05-14,09:22,,False,2,False
COMM-0001770,VD-000661,VD-000739,Telefonat,2023-08-26,18:50,,False,4,True
COMM-0001771,VD-000044,VD-000058,Telegram,2024-08-03,23:18,,True,8,False
COMM-0001772,VD-000352,VD-000059,Social Media,2024-04-16,06:45,2609.0,True,1,False
COMM-0001773,VD-000526,VD-000434,Social Media,2024-10-04,21:41,749.0,True,4,False
COMM-0001774,VD-000018,VD-000416,WhatsApp,2023-10-18,17:01,1622.0,False,10,False
COMM-0001775,VD-000612,VD-000033,Telefonat,2023-11-15,12:17,,False,3,True
COMM-0001776,VD-000608,VD-000821,Persönlicher Kontakt,2024-05-24,07:37,,True,9,False
COMM-0001777,VD-000327,VD-000136,Brief,2023-02-09,12:32,,True,6,False
COMM-0001778,VD-000413,VD-000872,SMS,2025-03-08,09:50,,False,5,True
COMM-0001779,VD-000672,VD-000807,Signal,2024-10-26,11:43,640.0,False,4,True
COMM-0001780,VD-000411,VD-000331,Brief,2025-10-13,11:35,,True,9,True
COMM-0001781,VD-000100,VD-000364,Social Media,2024-06-24,22:21,2408.0,True,7,False
COMM-0001782,VD-000340,VD-000973,Signal,2023-04-12,21:40,,True,10,True
COMM-0001783,VD-000584,VD-000366,Telefonat,2024-10-31,14:47,,True,8,False
COMM-0001784,VD-000499,VD-000277,E-Mail,2024-08-15,18:02,3439.0,False,9,False
COMM-0001785,VD-000988,VD-000777,Signal,2023-11-12,05:18,3322.0,False,3,False
COMM-0001786,VD-000092,VD-000614,SMS,2025-02-23,05:12,2242.0,True,6,True
COMM-0001787,VD-000229,VD-000322,Telefonat,2024-05-25,09:10,3142.0,False,4,False
COMM-0001788,VD-000197,VD-000349,SMS,2025-10-29,02:39,,True,6,True
COMM-0001789,VD-000820,VD-000848,Signal,2025-07-02,12:15,1433.0,False,9,False
COMM-0001790,VD-000696,VD-000090,WhatsApp,2024-05-07,11:58,1754.0,False,3,True
COMM-0001791,VD-000994,VD-000803,Brief,2025-08-26,17:11,,False,9,True
COMM-0001792,VD-000824,VD-000081,Telegram,2024-05-04,07:19,,False,3,False
COMM-0001793,VD-000750,VD-000623,Brief,2024-04-05,13:33,,False,10,True
COMM-0001794,VD-000901,VD-000985,Telefonat,2023-03-28,12:43,2597.0,True,3,True
COMM-0001795,VD-000595,VD-000573,WhatsApp,2025-02-13,03:44,3159.0,False,6,False
COMM-0001796,VD-000160,VD-000330,E-Mail,2025-05-27,16:11,1480.0,True,7,False
COMM-0001797,VD-000743,VD-000874,Signal,2025-02-20,07:41,,True,9,False
COMM-0001798,VD-000028,VD-000927,Telegram,2024-06-09,14:45,1860.0,False,2,False
COMM-0001799,VD-000732,VD-000321,Persönlicher Kontakt,2023-12-13,12:11,1300.0,True,6,True
COMM-0001800,VD-000182,VD-000901,SMS,2023-04-05,13:30,,True,5,False
COMM-0001801,VD-000464,VD-000862,Brief,2025-04-20,17:41,,True,2,True
COMM-0001802,VD-000762,VD-000287,Telefonat,2024-07-30,07:44,237.0,True,1,True
COMM-0001803,VD-000630,VD-000054,E-Mail,2024-08-30,05:50,1376.0,True,7,True
COMM-0001804,VD-000877,VD-000143,E-Mail,2025-08-26,06:40,2688.0,True,1,True
COMM-0001805,VD-000421,VD-000493,Social Media,2024-03-28,07:10,2335.0,True,7,False
COMM-0001806,VD-000134,VD-000394,Social Media,2023-06-17,03:07,2190.0,True,5,True
COMM-0001807,VD-000564,VD-000763,WhatsApp,2023-11-08,05:21,1875.0,False,5,False
COMM-0001808,VD-000645,VD-000429,WhatsApp,2024-11-17,11:34,,False,2,True
COMM-0001809,VD-000170,VD-000752,Persönlicher Kontakt,2024-02-09,14:35,1870.0,False,7,True
COMM-0001810,VD-000243,VD-000003,SMS,2023-09-13,08:18,,True,1,False
COMM-0001811,VD-000544,VD-000635,Telefonat,2025-05-03,13:14,1634.0,False,2,False
COMM-0001812,VD-000966,VD-000936,Social Media,2024-06-05,18:03,2386.0,True,8,True
COMM-0001813,VD-000065,VD-000218,SMS,2023-01-04,01:21,1892.0,True,7,False
COMM-0001814,VD-000578,VD-000908,SMS,2024-04-06,22:33,1351.0,False,9,False
COMM-0001815,VD-000307,VD-000668,Social Media,2025-08-25,20:18,1366.0,False,3,True
COMM-0001816,VD-000339,VD-000291,Telefonat,2025-10-03,20:27,1998.0,True,3,True
COMM-0001817,VD-000344,VD-000569,Signal,2024-08-24,04:29,514.0,True,1,False
COMM-0001818,VD-000438,VD-000112,Social Media,2025-08-20,20:47,,False,6,True
COMM-0001819,VD-000195,VD-000301,SMS,2024-03-04,05:12,2854.0,True,6,True
COMM-0001820,VD-000254,VD-000486,Brief,2024-03-01,15:42,3270.0,False,8,False
COMM-0001821,VD-000485,VD-000990,WhatsApp,2025-06-10,23:33,2975.0,True,1,True
COMM-0001822,VD-000797,VD-000129,Telefonat,2024-02-03,12:25,320.0,False,8,True
COMM-0001823,VD-000807,VD-000157,Social Media,2023-09-29,01:19,525.0,False,2,False
COMM-0001824,VD-000874,VD-000884,Telefonat,2025-05-13,15:10,2953.0,False,6,True
COMM-0001825,VD-000337,VD-000501,Signal,2024-08-08,12:33,935.0,False,9,True
COMM-0001826,VD-000458,VD-000489,Social Media,2023-10-20,19:12,,False,4,True
COMM-0001827,VD-000200,VD-000413,E-Mail,2024-03-20,08:49,2354.0,True,1,True
COMM-0001828,VD-000974,VD-000610,Telefonat,2023-07-22,18:59,,False,7,True
COMM-0001829,VD-000476,VD-000196,WhatsApp,2024-09-26,05:55,260.0,False,4,True
COMM-0001830,VD-000676,VD-000232,Telegram,2025-02-04,03:00,,False,6,False
COMM-0001831,VD-000058,VD-000110,Telegram,2024-12-07,10:13,,False,4,True
COMM-0001832,VD-000179,VD-000138,Telefonat,2023-03-02,01:42,1003.0,False,7,False
COMM-0001833,VD-000378,VD-000037,Telegram,2025-02-03,09:46,1621.0,True,3,True
COMM-0001834,VD-000410,VD-000617,Signal,2024-01-31,15:45,3432.0,True,3,True
COMM-0001835,VD-000650,VD-000023,E-Mail,2024-01-16,16:54,,True,4,True
COMM-0001836,VD-000281,VD-000721,Telefonat,2025-04-07,02:46,,False,3,True
COMM-0001837,VD-000587,VD-000663,WhatsApp,2025-06-24,22:03,2218.0,True,6,False
COMM-0001838,VD-000033,VD-000480,Social Media,2024-12-25,13:06,1028.0,True,9,False
COMM-0001839,VD-000021,VD-000689,Telefonat,2025-01-09,03:43,1754.0,True,1,True
COMM-0001840,VD-000162,VD-000921,Brief,2025-08-06,17:58,,True,9,False
COMM-0001841,VD-000350,VD-000891,Telegram,2023-10-18,13:12,,False,5,False
COMM-0001842,VD-000189,VD-000873,Telegram,2025-02-11,06:48,,True,5,True
COMM-0001843,VD-000367,VD-000300,Signal,2024-11-18,18:23,2311.0,True,2,False
COMM-0001844,VD-000139,VD-000134,WhatsApp,2025-09-29,09:01,,False,10,False
COMM-0001845,VD-000195,VD-000436,WhatsApp,2025-07-27,20:53,2487.0,False,4,True
COMM-0001846,VD-000771,VD-000759,Persönlicher Kontakt,2024-07-07,12:35,1657.0,False,7,True
COMM-0001847,VD-000417,VD-000086,Brief,2024-03-19,07:26,2329.0,False,6,False
COMM-0001848,VD-000646,VD-000972,WhatsApp,2023-04-23,10:27,3517.0,False,5,True
COMM-0001849,VD-000143,VD-000596,WhatsApp,2023-06-08,00:18,,True,4,True
COMM-0001850,VD-000150,VD-000791,SMS,2023-07-09,11:23,155.0,True,8,True
COMM-0001851,VD-000334,VD-000846,Persönlicher Kontakt,2023-10-10,13:41,323.0,False,5,True
COMM-0001852,VD-000730,VD-000830,Social Media,2024-07-15,17:53,,False,1,False
COMM-0001853,VD-000560,VD-000010,Persönlicher Kontakt,2024-11-02,22:38,3114.0,False,4,False
COMM-0001854,VD-000617,VD-000876,Brief,2025-01-11,19:22,693.0,True,3,False
