incident_id,crime_category,incident_date,incident_time,district,latitude,longitude,street_name,priority,status,reported_by,resolved_date,officers_assigned,damage_estimate_eur,witnesses_count,evidence_items
AZ-2025-000366,Betrug,2023-12-26,06:21,Bahnhofsviertel,50.101239,8.627636,Sibylle-auch Schlauchin-Allee,Dringend,Eingestellt,Opfer,2024-12-11,4,26848.38,2,14
AZ-2025-000367,Diebstahl,2025-04-27,23:03,Harheim,50.11669,8.694449,Hörleallee,Mittel,Eingestellt,Anonym,2025-10-04,3,44401.47,2,2
AZ-2025-000368,Erpressung,2023-11-02,08:53,Sachsenhausen-Süd,50.192051,8.677496,Edit-Kitzmann-Platz,Dringend,Ermittlung läuft,Opfer,,1,37577.01,5,10
AZ-2023-000369,Unterschlagung,2023-03-06,08:26,Dornbusch,50.172869,8.593879,Elsbeth-Hermann-Allee,Hoch,Ermittlung läuft,Opfer,,1,1869.75,1,2
AZ-2025-000370,Computerbetrug,2025-06-27,16:01,Nied,50.042734,8.583558,Ernestine-Dietz-Allee,Hoch,Eingestellt,Patrouille,2026-03-17,2,4912.58,4,4
AZ-2025-000371,Computerbetrug,2024-02-25,23:02,Bahnhofsviertel,50.03585,8.574002,Linus-Zirme-Straße,Niedrig,Abgeschlossen,Patrouille,2024-11-25,4,5155.14,5,9
AZ-2024-000372,Einbruchdiebstahl,2023-02-16,18:48,Gallus,50.175584,8.577249,Clarissa-Knappe-Allee,Hoch,Ermittlung läuft,Notruf,,1,0.0,1,8
AZ-2024-000373,Betrug,2023-08-23,00:39,Eschersheim,50.052184,8.586904,Dimitri-Hübel-Ring,Hoch,Abgeschlossen,Anonym,2023-10-21,2,0.0,2,10
AZ-2023-000374,Körperverletzung,2025-06-27,01:08,Berkersheim,50.177593,8.48855,Gertzplatz,Dringend,Ermittlung läuft,Notruf,,2,44563.79,5,14
AZ-2025-000375,Betrug,2024-12-29,09:21,Sindlingen,50.160674,8.497763,Lilli-Reuter-Ring,Niedrig,Eingestellt,Notruf,2025-12-14,1,34223.9,5,14
AZ-2024-000376,Betrug,2025-08-21,07:14,Bonames,50.176226,8.556641,Gehringerring,Hoch,Ermittlung läuft,Patrouille,,4,3268.26,0,11
AZ-2025-000377,Körperverletzung,2025-09-07,14:54,Bornheim,50.153229,8.670256,Hübelweg,Dringend,Ermittlung läuft,Zeuge,,3,3546.2,2,14
AZ-2024-000378,Körperverletzung,2025-03-31,18:26,Nied,50.058864,8.524159,Drewesstraße,Hoch,Ermittlung läuft,Opfer,,4,21767.69,2,7
AZ-2023-000379,Erpressung,2023-12-21,21:42,Schwanheim,50.182555,8.660334,Friedbert-Wende-Platz,Dringend,Ermittlung läuft,Patrouille,,1,8808.7,3,2
AZ-2023-000380,Sachbeschädigung,2023-08-11,21:52,Westend-Süd,50.073933,8.683556,Rohtring,Mittel,Abgeschlossen,Anonym,2024-02-28,1,33044.07,3,9
AZ-2025-000381,Einbruchdiebstahl,2025-03-09,19:36,Nieder-Eschbach,50.137673,8.575844,Lisette-Kroker-Gasse,Dringend,Abgeschlossen,Patrouille,2025-06-29,1,30574.54,4,12
AZ-2024-000382,Körperverletzung,2023-09-19,09:03,Harheim,50.113799,8.489426,Reisinggasse,Hoch,Ermittlung läuft,Zeuge,,2,29508.19,5,10
AZ-2025-000383,Drogendelikt,2025-02-22,12:24,Gallus,50.134248,8.627758,Kochweg,Hoch,Abgeschlossen,Notruf,2025-06-17,2,0.0,5,4
AZ-2023-000384,Körperverletzung,2023-10-03,00:04,Unterliederbach,50.144841,8.631638,Sauerstraße,Mittel,Abgeschlossen,Notruf,2023-12-22,4,34769.53,3,5
AZ-2025-000385,Diebstahl,2025-07-19,16:27,Unterliederbach,50.084249,8.546043,Dörrweg,Dringend,Abgeschlossen,Opfer,2026-03-13,3,27308.31,2,1
AZ-2023-000386,Bedrohung,2023-03-19,18:30,Nordend-West,50.119448,8.78745,Wieland-Barth-Weg,Hoch,Abgeschlossen,Notruf,2023-05-22,1,30503.53,1,15
AZ-2025-000387,Urkundenfälschung,2023-06-09,21:40,Eckenheim,50.07125,8.48931,Schmidtplatz,Niedrig,Abgeschlossen,Notruf,2024-04-07,4,23461.62,5,10
AZ-2025-000388,Einbruchdiebstahl,2025-05-12,11:51,Seckbach,50.045151,8.699977,Evi-Mitschke-Allee,Hoch,Ermittlung läuft,Zeuge,,4,28643.0,5,9
AZ-2024-000389,Betrug,2023-02-25,09:31,Niederursel,50.106007,8.751274,Seipstraße,Hoch,Ermittlung läuft,Patrouille,,3,0.0,0,5
AZ-2024-000390,Betrug,2023-11-06,21:28,Hausen,50.046572,8.728669,Fredy-Bien-Gasse,Niedrig,Ermittlung läuft,Patrouille,,1,29777.2,1,15
AZ-2023-000391,Beleidigung,2025-04-25,12:15,Preungesheim,50.045111,8.661504,Nohlmansgasse,Hoch,Abgeschlossen,Zeuge,2026-03-24,1,0.0,3,15
AZ-2024-000392,Einbruchdiebstahl,2024-09-09,15:47,Berkersheim,50.057059,8.696191,Horst-Günter-Renner-Platz,Mittel,Gerichtlich,Anonym,2025-06-15,4,0.0,3,12
AZ-2025-000393,Hausfriedensbruch,2024-10-08,16:43,Unterliederbach,50.180188,8.681075,Metzring,Hoch,Gerichtlich,Patrouille,2024-12-03,3,0.0,0,8
AZ-2025-000394,Raub,2025-03-12,14:49,Gallus,50.147176,8.665102,Schaafweg,Mittel,Abgeschlossen,Patrouille,2025-07-20,1,41584.47,0,13
AZ-2023-000395,Diebstahl,2023-07-20,16:06,Gallus,50.054495,8.564921,Reinhilde-Liebelt-Allee,Niedrig,Abgeschlossen,Zeuge,2024-01-22,2,31904.14,5,3
AZ-2023-000396,Bedrohung,2023-06-26,19:08,Bockenheim,50.152494,8.684513,Marlis-Niemeier-Weg,Mittel,Ermittlung läuft,Patrouille,,3,46809.1,5,14
AZ-2023-000397,Drogendelikt,2024-07-20,13:44,Niederursel,50.061321,8.72808,Holtgasse,Dringend,Gerichtlich,Patrouille,2025-01-08,1,0.0,2,5
AZ-2023-000398,Betrug,2025-06-21,02:31,Schwanheim,50.124854,8.530529,Harloffstraße,Dringend,Gerichtlich,Opfer,2025-10-08,1,35770.02,0,1
AZ-2023-000399,Hausfriedensbruch,2023-05-30,02:36,Frankfurter Berg,50.018378,8.635246,Heinzallee,Niedrig,Abgeschlossen,Notruf,2024-01-20,3,0.0,2,12
AZ-2025-000400,Sachbeschädigung,2023-01-08,16:45,Westend-Nord,50.101065,8.604483,Dippelweg,Niedrig,Gerichtlich,Notruf,2023-09-23,4,0.0,4,11
AZ-2025-000401,Computerbetrug,2024-11-13,21:19,Bonames,50.194463,8.68424,Ringweg,Hoch,Abgeschlossen,Zeuge,2025-10-09,4,14497.93,1,5
AZ-2025-000402,Raub,2023-03-22,12:42,Frankfurter Berg,50.140259,8.766039,Bolanderstraße,Dringend,Ermittlung läuft,Zeuge,,4,6997.15,1,0
AZ-2024-000403,Diebstahl,2024-05-03,15:24,Kalbach-Riedberg,50.112299,8.572936,Grein Grothgasse,Niedrig,Ermittlung läuft,Patrouille,,1,36050.6,3,3
AZ-2023-000404,Hausfriedensbruch,2024-03-09,20:42,Bergen-Enkheim,50.171636,8.647992,Conradiweg,Niedrig,Abgeschlossen,Zeuge,2025-02-26,2,953.15,4,1
AZ-2023-000405,Verkehrsdelikt,2024-05-12,22:41,Dornbusch,50.046005,8.488386,Florentine-Schwital-Weg,Mittel,Ermittlung läuft,Anonym,,1,5316.56,3,7
AZ-2024-000406,Körperverletzung,2023-05-10,06:27,Fechenheim,50.165461,8.714041,Bernard-Zimmer-Ring,Mittel,Ermittlung läuft,Patrouille,,2,29654.26,2,2
AZ-2023-000407,Hausfriedensbruch,2023-09-05,08:09,Zeilsheim,50.140333,8.653518,Fedor-Zimmer-Weg,Niedrig,Eingestellt,Opfer,2023-12-07,1,31609.73,3,5
AZ-2024-000408,Drogendelikt,2023-02-02,15:05,Bergen-Enkheim,50.047294,8.501238,Charles-Wieloch-Weg,Dringend,Ermittlung läuft,Opfer,,2,0.0,2,14
AZ-2023-000409,Beleidigung,2025-04-23,07:11,Riederwald,50.122329,8.707241,Cristina-Hande-Platz,Hoch,Abgeschlossen,Patrouille,2025-05-19,4,0.0,1,6
AZ-2025-000410,Sachbeschädigung,2023-08-29,16:06,Frankfurter Berg,50.106357,8.624263,Wohlgemutplatz,Hoch,Abgeschlossen,Zeuge,2024-06-07,2,0.0,1,15
AZ-2024-000411,Einbruchdiebstahl,2025-10-15,05:10,Griesheim,50.024725,8.591455,Karl-Friedrich-Fiebig-Platz,Hoch,Abgeschlossen,Anonym,2025-11-13,4,0.0,5,1
AZ-2025-000412,Verkehrsdelikt,2023-12-27,05:50,Hausen,50.107683,8.495242,Gertzgasse,Hoch,Ermittlung läuft,Notruf,,2,44918.64,1,3
AZ-2023-000413,Verkehrsdelikt,2024-10-29,07:06,Rödelheim,50.089267,8.537586,Francisco-Austermühle-Ring,Dringend,Ermittlung läuft,Zeuge,,4,0.0,4,14
AZ-2023-000414,Raub,2023-12-31,12:23,Niederursel,50.144568,8.679303,Dajana-Junitz-Gasse,Mittel,Ermittlung läuft,Zeuge,,1,0.0,0,14
AZ-2025-000415,Hausfriedensbruch,2025-07-28,13:10,Frankfurter Berg,50.174554,8.669993,Josip-Birnbaum-Platz,Mittel,Eingestellt,Anonym,2025-11-24,2,0.0,4,15
AZ-2023-000416,Raub,2024-03-19,18:30,Hausen,50.017611,8.61242,Putzgasse,Dringend,Eingestellt,Anonym,2024-08-15,2,29588.58,1,0
AZ-2025-000417,Computerbetrug,2025-05-05,01:02,Nied,50.021052,8.646208,Willy-Meister-Ring,Niedrig,Gerichtlich,Notruf,2026-01-25,4,0.0,4,0
AZ-2024-000418,Beleidigung,2025-04-12,06:08,Innenstadt,50.058031,8.799656,Toralf-Paffrath-Platz,Hoch,Ermittlung läuft,Opfer,,4,37364.33,0,14
AZ-2025-000419,Beleidigung,2025-08-07,04:55,Sindlingen,50.157175,8.593498,Iwona-Ziegert-Allee,Niedrig,Abgeschlossen,Zeuge,2025-11-16,4,16645.31,0,9
AZ-2025-000420,Hausfriedensbruch,2025-05-22,08:44,Nordend-West,50.118541,8.539944,Mielcarekweg,Hoch,Gerichtlich,Zeuge,2026-03-02,3,5548.33,2,14
AZ-2023-000421,Raub,2023-03-25,11:23,Griesheim,50.115582,8.493978,Burghard-Naser-Straße,Mittel,Ermittlung läuft,Anonym,,1,36869.0,4,6
AZ-2024-000422,Raub,2024-04-06,10:22,Westend-Nord,50.137441,8.562904,Striebitzgasse,Dringend,Eingestellt,Notruf,2024-12-26,1,26595.22,4,9
AZ-2023-000423,Hausfriedensbruch,2025-07-14,19:23,Westend-Nord,50.160583,8.780607,Trubstraße,Dringend,Eingestellt,Zeuge,2026-07-10,1,8940.59,0,3
AZ-2023-000424,Einbruchdiebstahl,2023-12-04,08:07,Frankfurter Berg,50.04209,8.538996,Rotraud-Butte-Ring,Dringend,Abgeschlossen,Anonym,2024-08-21,2,21006.5,5,0
AZ-2025-000425,Raub,2024-08-20,06:04,Nieder-Erlenbach,50.159358,8.745863,Carsten-Eberth-Ring,Dringend,Ermittlung läuft,Anonym,,3,39341.22,3,14
AZ-2023-000426,Verkehrsdelikt,2025-07-26,09:36,Praunheim,50.157083,8.52833,Kranzstr.,Hoch,Ermittlung läuft,Patrouille,,1,0.0,2,14
AZ-2025-000427,Bedrohung,2023-12-07,19:59,Bockenheim,50.111357,8.531788,Metzstr.,Mittel,Ermittlung läuft,Opfer,,2,0.0,2,4
AZ-2024-000428,Betrug,2025-06-21,08:23,Eschersheim,50.116248,8.483378,Dippelallee,Hoch,Ermittlung läuft,Notruf,,2,6074.5,0,12
AZ-2024-000429,Beleidigung,2025-10-19,04:29,Sossenheim,50.015773,8.714226,Monika-Sölzer-Allee,Hoch,Gerichtlich,Notruf,2026-01-13,3,37708.08,4,4
AZ-2023-000430,Einbruchdiebstahl,2025-06-24,10:44,Harheim,50.101217,8.485147,Stefano-Mentzel-Platz,Niedrig,Ermittlung läuft,Notruf,,2,4624.06,0,6
AZ-2025-000431,Drogendelikt,2024-03-30,08:12,Nordend-West,50.111914,8.61811,Kambsallee,Mittel,Ermittlung läuft,Notruf,,3,25577.79,0,11
AZ-2024-000432,Einbruchdiebstahl,2025-03-25,04:45,Preungesheim,50.0845,8.475999,Kuhlstraße,Dringend,Eingestellt,Anonym,2025-10-07,1,0.0,3,13
AZ-2025-000433,Körperverletzung,2025-06-25,09:10,Bergen-Enkheim,50.146149,8.607856,Luigi-Loos-Ring,Mittel,Eingestellt,Opfer,2026-02-04,3,43376.29,2,2
AZ-2023-000434,Sachbeschädigung,2025-02-08,02:00,Nieder-Eschbach,50.089613,8.654307,Kösterplatz,Mittel,Abgeschlossen,Notruf,2025-07-04,3,2111.65,2,9
AZ-2025-000435,Computerbetrug,2025-10-08,17:47,Dornbusch,50.15742,8.52252,Börnergasse,Dringend,Abgeschlossen,Zeuge,2025-10-28,3,24594.33,5,7
AZ-2025-000436,Verkehrsdelikt,2023-02-28,03:48,Bonames,50.19398,8.493886,Dogan-Löwer-Gasse,Dringend,Ermittlung läuft,Patrouille,,4,40914.04,2,0
AZ-2024-000437,Betrug,2024-06-15,05:37,Bornheim,50.072543,8.760088,Ehlertstr.,Niedrig,Ermittlung läuft,Patrouille,,3,45605.23,2,1
AZ-2023-000438,Erpressung,2024-08-16,09:33,Bockenheim,50.107496,8.723393,Cynthia-Rörricht-Weg,Mittel,Abgeschlossen,Anonym,2024-10-01,3,41341.1,5,9
AZ-2023-000439,Betrug,2024-07-09,21:44,Sachsenhausen-Nord,50.111196,8.587334,Steckelgasse,Hoch,Abgeschlossen,Patrouille,2024-09-03,4,46045.37,1,3
AZ-2025-000440,Computerbetrug,2024-03-22,04:32,Riederwald,50.048915,8.766235,Klappallee,Niedrig,Ermittlung läuft,Notruf,,4,5828.28,1,0
AZ-2025-000441,Urkundenfälschung,2025-09-09,11:19,Seckbach,50.162067,8.76383,Ullmanngasse,Hoch,Abgeschlossen,Opfer,2025-11-26,3,0.0,0,7
AZ-2024-000442,Bedrohung,2023-09-21,22:09,Nordend-West,50.037562,8.514712,Schinkering,Niedrig,Abgeschlossen,Zeuge,2024-03-03,1,37866.7,0,6
AZ-2023-000443,Körperverletzung,2023-08-09,01:50,Praunheim,50.025668,8.511006,Döhnstr.,Hoch,Abgeschlossen,Zeuge,2024-06-14,1,46004.9,1,6
AZ-2025-000444,Raub,2024-01-14,21:22,Niederursel,50.0412,8.716753,Gernot-Sontag-Straße,Hoch,Ermittlung läuft,Opfer,,2,3416.85,4,0
AZ-2023-000445,Hausfriedensbruch,2024-03-20,22:12,Nordend-Ost,50.177299,8.648177,Mina-Dörr-Ring,Dringend,Gerichtlich,Patrouille,2024-06-22,2,47887.39,1,11
AZ-2024-000446,Körperverletzung,2025-02-16,13:13,Ostend,50.035312,8.794953,Drewesallee,Mittel,Abgeschlossen,Notruf,2025-09-19,3,27856.61,0,2
AZ-2023-000447,Unterschlagung,2024-11-02,15:07,Zeilsheim,50.09725,8.713465,Ruppersbergerplatz,Dringend,Ermittlung läuft,Patrouille,,4,0.0,0,15
AZ-2025-000448,Beleidigung,2025-01-22,05:00,Nieder-Erlenbach,50.135977,8.602009,Rörrichtallee,Niedrig,Gerichtlich,Zeuge,2025-10-07,2,34751.86,0,5
AZ-2023-000449,Computerbetrug,2023-05-13,11:12,Ostend,50.122093,8.796937,Eileen-Sontag-Allee,Dringend,Ermittlung läuft,Notruf,,3,38298.61,4,8
AZ-2024-000450,Körperverletzung,2025-03-30,11:30,Sachsenhausen-Nord,50.192754,8.639744,Baumplatz,Niedrig,Abgeschlossen,Patrouille,2025-10-30,4,31418.55,1,0
AZ-2025-000451,Beleidigung,2023-07-23,23:03,Berkersheim,50.137059,8.79084,Tintzmannallee,Hoch,Eingestellt,Opfer,2024-04-10,3,4816.68,0,15
AZ-2025-000452,Diebstahl,2025-08-12,06:18,Kalbach-Riedberg,50.105863,8.64992,Kambsring,Niedrig,Abgeschlossen,Notruf,2026-04-27,1,15727.96,3,14
AZ-2024-000453,Drogendelikt,2025-07-30,01:02,Sachsenhausen-Süd,50.133694,8.727637,Hans-Bernd-Fechner-Weg,Mittel,Ermittlung läuft,Patrouille,,4,5469.1,5,15
AZ-2024-000454,Erpressung,2025-08-20,15:35,Bergen-Enkheim,50.025033,8.558392,Bohnbachplatz,Hoch,Eingestellt,Patrouille,2026-05-13,3,0.0,4,1
AZ-2024-000455,Körperverletzung,2023-09-20,11:22,Eckenheim,50.019842,8.76436,Dirk-Weinhold-Weg,Dringend,Eingestellt,Patrouille,2024-07-21,3,2822.46,1,7
AZ-2023-000456,Diebstahl,2024-04-25,20:19,Eckenheim,50.02679,8.572011,Phillip-Lindner-Straße,Hoch,Abgeschlossen,Zeuge,2025-04-19,4,21123.65,4,13
AZ-2024-000457,Erpressung,2024-06-30,00:44,Berkersheim,50.192438,8.595898,Frankering,Niedrig,Abgeschlossen,Notruf,2024-07-18,1,10295.42,3,10
AZ-2025-000458,Sachbeschädigung,2023-12-08,19:19,Westend-Nord,50.093478,8.635,Ullmannring,Hoch,Ermittlung läuft,Patrouille,,1,0.0,4,12
AZ-2025-000459,Urkundenfälschung,2024-04-07,19:47,Westend-Nord,50.032052,8.582483,Regina-Birnbaum-Platz,Dringend,Gerichtlich,Notruf,2025-02-04,2,3833.08,2,9
AZ-2024-000460,Beleidigung,2025-06-05,21:34,Sossenheim,50.089577,8.554415,Katharine-Schönland-Gasse,Mittel,Ermittlung läuft,Zeuge,,2,10647.64,5,14
AZ-2025-000461,Sachbeschädigung,2024-07-02,20:34,Westend-Süd,50.183234,8.71033,Jörgen-Margraf-Allee,Hoch,Eingestellt,Notruf,2025-02-16,2,0.0,5,9
AZ-2024-000462,Beleidigung,2025-06-10,13:20,Niederursel,50.129107,8.749477,Neureutherstr.,Mittel,Eingestellt,Patrouille,2025-07-19,2,5677.93,1,0
AZ-2023-000463,Einbruchdiebstahl,2024-05-17,09:29,Gallus,50.090963,8.769055,Liebeltring,Mittel,Abgeschlossen,Zeuge,2025-01-02,3,13888.6,4,5
AZ-2024-000464,Computerbetrug,2023-03-28,23:31,Seckbach,50.169725,8.499529,Katherina-Peukert-Gasse,Niedrig,Eingestellt,Notruf,2023-05-02,3,44285.97,3,4
AZ-2024-000465,Verkehrsdelikt,2024-04-28,03:36,Nieder-Erlenbach,50.108952,8.743906,Losekanngasse,Niedrig,Abgeschlossen,Opfer,2024-07-05,1,15670.52,4,12
AZ-2024-000466,Einbruchdiebstahl,2024-04-28,13:13,Zeilsheim,50.046528,8.790135,Stiebitzweg,Niedrig,Ermittlung läuft,Notruf,,3,5648.07,4,13
AZ-2023-000467,Beleidigung,2025-08-30,21:15,Dornbusch,50.08034,8.70674,Putzweg,Niedrig,Gerichtlich,Zeuge,2025-11-19,2,0.0,3,9
AZ-2024-000468,Einbruchdiebstahl,2025-01-13,21:07,Fechenheim,50.169376,8.599418,Bienplatz,Niedrig,Abgeschlossen,Opfer,2025-05-21,3,0.0,1,14
AZ-2024-000469,Bedrohung,2024-10-11,20:26,Schwanheim,50.17096,8.742009,Scheuermanngasse,Dringend,Eingestellt,Patrouille,2025-03-07,4,41012.07,1,8
AZ-2023-000470,Beleidigung,2025-11-02,02:22,Innenstadt,50.147801,8.62067,Harald-Jacobi Jäckel-Platz,Mittel,Abgeschlossen,Notruf,2026-08-16,2,0.0,1,9
AZ-2025-000471,Beleidigung,2024-10-04,18:05,Bornheim,50.059929,8.706049,Korinna-Hermighausen-Ring,Dringend,Ermittlung läuft,Patrouille,,4,36758.61,2,5
AZ-2025-000472,Sachbeschädigung,2024-11-01,09:12,Berkersheim,50.081168,8.601066,Dussen vangasse,Niedrig,Ermittlung läuft,Zeuge,,2,48706.38,1,8
AZ-2023-000473,Erpressung,2023-12-12,01:25,Bonames,50.061828,8.501212,Weinholdstraße,Niedrig,Abgeschlossen,Zeuge,2024-10-21,4,46414.24,5,15
AZ-2024-000474,Bedrohung,2023-08-31,07:45,Niederursel,50.185289,8.738799,Florian-Kramer-Weg,Dringend,Ermittlung läuft,Notruf,,2,10330.3,1,9
AZ-2025-000475,Verkehrsdelikt,2024-01-23,13:11,Hausen,50.020179,8.79217,Alicja-Römer-Allee,Mittel,Abgeschlossen,Patrouille,2024-04-13,4,0.0,3,4
AZ-2023-000476,Körperverletzung,2024-10-24,22:25,Praunheim,50.142522,8.713442,Boucseinstraße,Niedrig,Abgeschlossen,Zeuge,2025-05-15,3,23546.62,2,1
AZ-2025-000477,Diebstahl,2023-01-11,08:32,Bornheim,50.190954,8.692174,Sükrü-Bähr-Straße,Mittel,Abgeschlossen,Patrouille,2023-06-21,2,46516.35,3,4
AZ-2024-000478,Computerbetrug,2023-07-03,10:45,Bornheim,50.061873,8.574752,Nelli-Johann-Weg,Hoch,Abgeschlossen,Patrouille,2023-09-20,4,0.0,2,8
AZ-2025-000479,Computerbetrug,2024-10-03,13:57,Sachsenhausen-Nord,50.147636,8.633138,Ruppersbergerstraße,Dringend,Ermittlung läuft,Zeuge,,2,0.0,1,5
AZ-2023-000480,Verkehrsdelikt,2023-03-15,15:16,Schwanheim,50.099084,8.510056,Hoffmanngasse,Hoch,Ermittlung läuft,Anonym,,4,5624.54,5,4
AZ-2024-000481,Erpressung,2023-09-11,11:05,Sossenheim,50.066141,8.745865,Bärerring,Mittel,Ermittlung läuft,Anonym,,1,28539.39,3,2
AZ-2024-000482,Raub,2024-05-19,15:43,Ostend,50.074158,8.565244,Luzie-Schönland-Straße,Niedrig,Ermittlung läuft,Patrouille,,2,0.0,3,15
AZ-2024-000483,Raub,2025-07-18,20:17,Riederwald,50.074297,8.486382,Cichoriusstraße,Mittel,Abgeschlossen,Opfer,2025-07-27,1,14147.7,0,2
AZ-2023-000484,Diebstahl,2025-02-20,02:25,Fechenheim,50.058214,8.724848,Ingmar-Mälzer-Weg,Mittel,Ermittlung läuft,Opfer,,4,14246.79,5,4
AZ-2025-000485,Körperverletzung,2023-09-04,09:31,Preungesheim,50.177672,8.669952,Pruschkegasse,Hoch,Eingestellt,Anonym,2024-02-16,2,44270.65,3,8
AZ-2023-000486,Diebstahl,2025-05-16,02:48,Unterliederbach,50.125496,8.614387,Jesselweg,Hoch,Abgeschlossen,Notruf,2025-11-27,2,35681.77,3,2
AZ-2025-000487,Hausfriedensbruch,2024-08-18,14:27,Bornheim,50.159278,8.570529,Hartungring,Hoch,Ermittlung läuft,Opfer,,4,0.0,0,2
AZ-2024-000488,Raub,2023-04-03,16:06,Nieder-Eschbach,50.032007,8.688761,Cornelius-Pergande-Allee,Hoch,Abgeschlossen,Anonym,2023-11-07,1,813.43,5,14
AZ-2024-000489,Erpressung,2024-01-03,05:53,Dornbusch,50.029992,8.759576,Annette-Pergande-Platz,Dringend,Ermittlung läuft,Notruf,,3,45905.6,1,6
AZ-2023-000490,Diebstahl,2024-01-15,02:47,Kalbach-Riedberg,50.171891,8.506876,Killerweg,Dringend,Gerichtlich,Zeuge,2024-06-02,1,0.0,3,14
AZ-2024-000491,Bedrohung,2025-04-09,21:47,Riederwald,50.069504,8.738707,Hubertus-Dobes-Platz,Dringend,Abgeschlossen,Patrouille,2025-12-21,1,0.0,0,6
AZ-2024-000492,Computerbetrug,2023-08-18,00:44,Hausen,50.052661,8.684748,Gumprichplatz,Mittel,Gerichtlich,Zeuge,2023-09-07,3,7408.28,3,0
AZ-2023-000493,Computerbetrug,2023-08-27,05:57,Nied,50.141468,8.788148,Kira-Werner-Allee,Dringend,Ermittlung läuft,Anonym,,2,0.0,4,12
AZ-2024-000494,Bedrohung,2023-04-15,10:00,Höchst,50.167573,8.613626,Hans D.-Wirth-Allee,Hoch,Ermittlung läuft,Zeuge,,4,25667.79,5,15
AZ-2025-000495,Drogendelikt,2024-04-19,22:03,Niederursel,50.118753,8.653468,Mitschkeallee,Dringend,Abgeschlossen,Zeuge,2024-11-28,4,32308.99,3,13
AZ-2025-000496,Hausfriedensbruch,2023-02-12,05:18,Rödelheim,50.076893,8.54813,Stiffelstr.,Hoch,Abgeschlossen,Anonym,2023-10-17,4,0.0,2,12
AZ-2023-000497,Einbruchdiebstahl,2025-05-03,21:41,Riederwald,50.158956,8.749006,Schottinring,Niedrig,Abgeschlossen,Notruf,2026-01-06,2,0.0,1,15
AZ-2024-000498,Hausfriedensbruch,2023-07-26,13:31,Innenstadt,50.052698,8.487432,Theodor-Börner-Straße,Hoch,Ermittlung läuft,Patrouille,,2,0.0,4,1
AZ-2024-000499,Raub,2023-05-11,10:27,Schwanheim,50.055804,8.65633,Schülerring,Hoch,Ermittlung läuft,Zeuge,,3,42670.41,4,3
AZ-2023-000500,Computerbetrug,2023-04-14,14:51,Riederwald,50.190439,8.728382,Schäfergasse,Niedrig,Abgeschlossen,Anonym,2023-06-16,1,0.0,0,6
AZ-2023-000501,Beleidigung,2025-01-10,05:46,Nordend-Ost,50.094473,8.637934,Patberggasse,Hoch,Ermittlung läuft,Patrouille,,2,0.0,1,14
AZ-2024-000502,Raub,2025-05-01,00:15,Nordend-West,50.076438,8.637647,Misicherstraße,Dringend,Eingestellt,Patrouille,2026-01-05,2,0.0,4,13
AZ-2025-000503,Raub,2024-04-12,04:51,Nieder-Erlenbach,50.176652,8.784204,Björn-Koch-Ring,Niedrig,Abgeschlossen,Notruf,2024-11-14,2,35881.29,4,2
AZ-2025-000504,Hausfriedensbruch,2023-06-23,10:20,Bahnhofsviertel,50.093133,8.600991,Frauke-Conradi-Weg,Mittel,Abgeschlossen,Anonym,2023-09-22,1,49002.35,5,9
AZ-2024-000505,Diebstahl,2025-05-08,12:56,Eschersheim,50.172238,8.708669,Misicherstr.,Hoch,Abgeschlossen,Anonym,2026-02-22,2,22309.45,1,14
AZ-2025-000506,Bedrohung,2024-12-08,20:25,Berkersheim,50.030171,8.648278,Tomasz-Rudolph-Allee,Mittel,Eingestellt,Anonym,2025-05-18,3,0.0,4,9
AZ-2023-000507,Computerbetrug,2024-11-28,20:10,Praunheim,50.175257,8.649098,Mario-Schleich-Straße,Hoch,Ermittlung läuft,Notruf,,1,42079.17,2,11
AZ-2024-000508,Raub,2023-09-11,01:48,Altstadt,50.095773,8.659759,Vera-Bolander-Straße,Mittel,Abgeschlossen,Anonym,2023-11-20,2,14226.77,5,4
AZ-2024-000509,Körperverletzung,2025-02-12,16:47,Bonames,50.074012,8.663017,Mareike-Karz-Allee,Mittel,Ermittlung läuft,Notruf,,4,0.0,0,13
AZ-2025-000510,Urkundenfälschung,2023-09-24,15:13,Harheim,50.136828,8.604103,Alwina-Seidel-Platz,Dringend,Abgeschlossen,Patrouille,2024-04-07,4,49825.59,5,15
AZ-2025-000511,Körperverletzung,2025-05-03,05:09,Sossenheim,50.143007,8.514438,Ivo-Trommler-Straße,Mittel,Abgeschlossen,Notruf,2026-01-13,4,0.0,1,11
AZ-2023-000512,Körperverletzung,2023-09-01,19:54,Nieder-Erlenbach,50.081525,8.566986,Pruschkestr.,Hoch,Abgeschlossen,Patrouille,2023-11-08,3,24296.28,1,4
AZ-2023-000513,Körperverletzung,2025-05-13,01:59,Schwanheim,50.053805,8.740673,Otto-Köhler-Ring,Hoch,Eingestellt,Zeuge,2025-10-12,1,28652.95,4,14
AZ-2024-000514,Urkundenfälschung,2024-11-22,12:30,Frankfurter Berg,50.038906,8.517435,Langeallee,Dringend,Eingestellt,Notruf,2025-10-05,2,16260.81,4,13
AZ-2025-000515,Einbruchdiebstahl,2025-03-04,07:57,Zeilsheim,50.112379,8.78625,Stiebitzstr.,Niedrig,Ermittlung läuft,Opfer,,1,39807.94,5,9
